p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.204763,0.159936),h:0,n:0,cr:0;
p:(0.187344,0.17166),h:0,n:0,cr:0;
p:(0.197243,0.178907),h:0,n:0,cr:0;
p:(0.21125,0.18539),h:0,n:0,cr:0;
p:(0.216395,0.192599),h:0,n:0,cr:0;
p:(0.217739,0.17886),h:0,n:0,cr:0;
p:(0.173966,0.183217),h:0,n:0,cr:0;
p:(0.172407,0.186256),h:0,n:0,cr:0;
p:(0.184136,0.197109),h:0,n:0,cr:0;
p:(0.187291,0.197325),h:0,n:0,cr:0;
p:(0.212263,0.210034),h:0,n:0,cr:0;
p:(0.217732,0.2145),h:0,n:0,cr:0;
p:(0.201454,0.212825),h:0,n:0,cr:0;
p:(0.202774,0.201318),h:0,n:0,cr:0;
p:(0.209335,0.234283),h:0,n:0,cr:0;
p:(0.212538,0.241092),h:0,n:0,cr:0;
p:(0.199876,0.236501),h:0,n:0,cr:0;
p:(0.235667,0.195115),h:0,n:0,cr:0;
p:(0.150953,0.187612),h:0,n:0,cr:0;
p:(0.148744,0.188674),h:0,n:0,cr:0;
p:(0.154485,0.185493),h:0,n:0,cr:0;
p:(0.159958,0.19578),h:0,n:0,cr:0;
p:(0.16399,0.196971),h:0,n:0,cr:0;
p:(0.153161,0.200354),h:0,n:0,cr:0;
p:(0.153322,0.214189),h:0,n:0,cr:0;
p:(0.157894,0.215248),h:0,n:0,cr:0;
p:(0.149024,0.223877),h:0,n:0,cr:0;
p:(0.161672,0.225916),h:0,n:0,cr:0;
p:(0.130953,0.20225),h:0,n:0,cr:0;
p:(0.129738,0.205002),h:0,n:0,cr:0;
p:(0.121431,0.198765),h:0,n:0,cr:0;
p:(0.174558,0.219024),h:0,n:0,cr:0;
p:(0.178217,0.222979),h:0,n:0,cr:0;
p:(0.17447,0.235019),h:0,n:0,cr:0;
p:(0.179732,0.129401),h:0,n:0,cr:0;
p:(0.174181,0.140949),h:0,n:0,cr:0;
p:(0.19328,0.129514),h:0,n:0,cr:0;
p:(0.201866,0.135181),h:0,n:0,cr:0;
p:(0.20856,0.119716),h:0,n:0,cr:0;
p:(0.159191,0.119623),h:0,n:0,cr:0;
p:(0.157579,0.122154),h:0,n:0,cr:0;
p:(0.148409,0.107333),h:0,n:0,cr:0;
p:(0.140384,0.13355),h:0,n:0,cr:0;
p:(0.155549,0.158639),h:0,n:0,cr:0;
p:(0.163543,0.161152),h:0,n:0,cr:0;
p:(0.147485,0.148963),h:0,n:0,cr:0;
p:(0.14311,0.162535),h:0,n:0,cr:0;
p:(0.144226,0.167752),h:0,n:0,cr:0;
p:(0.174336,0.154467),h:0,n:0,cr:0;
p:(0.176328,0.157359),h:0,n:0,cr:0;
p:(0.152885,0.45772),h:0,n:0,cr:0;
p:(0.15495,0.459094),h:0,n:0,cr:0;
p:(0.149652,0.45791),h:0,n:0,cr:0;
p:(0.151202,0.469089),h:0,n:0,cr:0;
p:(0.156088,0.469341),h:0,n:0,cr:0;
p:(0.151153,0.477099),h:0,n:0,cr:0;
p:(0.172099,0.457597),h:0,n:0,cr:0;
p:(0.163786,0.465917),h:0,n:0,cr:0;
p:(0.177578,0.446641),h:0,n:0,cr:0;
p:(0.191615,0.445823),h:0,n:0,cr:0;
p:(0.158526,0.412005),h:0,n:0,cr:0;
p:(0.158959,0.406508),h:0,n:0,cr:0;
p:(0.170062,0.408588),h:0,n:0,cr:0;
p:(0.180799,0.416949),h:0,n:0,cr:0;
p:(0.178455,0.426777),h:0,n:0,cr:0;
p:(0.168378,0.423728),h:0,n:0,cr:0;
p:(0.135714,0.435548),h:0,n:0,cr:0;
p:(0.130439,0.438151),h:0,n:0,cr:0;
p:(0.131623,0.430402),h:0,n:0,cr:0;
p:(0.145299,0.440967),h:0,n:0,cr:0;
p:(0.136722,0.454229),h:0,n:0,cr:0;
p:(0.138698,0.456671),h:0,n:0,cr:0;
p:(0.135815,0.447129),h:0,n:0,cr:0;
p:(0.131247,0.416712),h:0,n:0,cr:0;
p:(0.127957,0.420952),h:0,n:0,cr:0;
p:(0.143025,0.408793),h:0,n:0,cr:0;
p:(0.107886,0.426999),h:0,n:0,cr:0;
p:(0.0942741,0.428277),h:0,n:0,cr:0;
p:(0.119212,0.472564),h:0,n:0,cr:0;
p:(0.130203,0.476629),h:0,n:0,cr:0;
p:(0.113014,0.483938),h:0,n:0,cr:0;
p:(0.104729,0.484486),h:0,n:0,cr:0;
p:(0.10361,0.495796),h:0,n:0,cr:0;
p:(0.0832154,0.488287),h:0,n:0,cr:0;
p:(0.090356,0.492165),h:0,n:0,cr:0;
p:(0.0731756,0.484456),h:0,n:0,cr:0;
p:(0.0929731,0.47295),h:0,n:0,cr:0;
p:(0.0982256,0.475861),h:0,n:0,cr:0;
p:(0.102952,0.452168),h:0,n:0,cr:0;
p:(0.100342,0.45444),h:0,n:0,cr:0;
p:(0.10717,0.443779),h:0,n:0,cr:0;
p:(0.171635,0.498613),h:0,n:0,cr:0;
p:(0.171341,0.507076),h:0,n:0,cr:0;
p:(0.164526,0.491756),h:0,n:0,cr:0;
p:(0.159569,0.502264),h:0,n:0,cr:0;
p:(0.159812,0.510592),h:0,n:0,cr:0;
p:(0.145383,0.511624),h:0,n:0,cr:0;
p:(0.142971,0.51363),h:0,n:0,cr:0;
p:(0.136429,0.498229),h:0,n:0,cr:0;
p:(0.172621,0.485789),h:0,n:0,cr:0;
p:(0.160085,0.5192),h:0,n:0,cr:0;
p:(0.164672,0.524315),h:0,n:0,cr:0;
p:(0.156656,0.531474),h:0,n:0,cr:0;
p:(0.208813,0.499543),h:0,n:0,cr:0;
p:(0.205223,0.501591),h:0,n:0,cr:0;
p:(0.212173,0.503102),h:0,n:0,cr:0;
p:(0.200121,0.502696),h:0,n:0,cr:0;
p:(0.196127,0.522045),h:0,n:0,cr:0;
p:(0.195283,0.525271),h:0,n:0,cr:0;
p:(0.206801,0.528829),h:0,n:0,cr:0;
p:(0.116409,0.524179),h:0,n:0,cr:0;
p:(0.12198,0.529755),h:0,n:0,cr:0;
p:(0.127425,0.512191),h:0,n:0,cr:0;
p:(0.103035,0.533948),h:0,n:0,cr:0;
p:(0.102767,0.540167),h:0,n:0,cr:0;
p:(0.0928503,0.528599),h:0,n:0,cr:0;
p:(0.138288,0.527019),h:0,n:0,cr:0;
p:(0.145175,0.528203),h:0,n:0,cr:0;
p:(0.130969,0.534524),h:0,n:0,cr:0;
p:(0.131783,0.536074),h:0,n:0,cr:0;
p:(0.142705,0.540473),h:0,n:0,cr:0;
p:(0.142537,0.552104),h:0,n:0,cr:0;
p:(0.207092,0.380181),h:0,n:0,cr:0;
p:(0.203552,0.383635),h:0,n:0,cr:0;
p:(0.206934,0.387588),h:0,n:0,cr:0;
p:(0.208786,0.390881),h:0,n:0,cr:0;
p:(0.214932,0.387619),h:0,n:0,cr:0;
p:(0.216755,0.389484),h:0,n:0,cr:0;
p:(0.196002,0.387659),h:0,n:0,cr:0;
p:(0.214313,0.398734),h:0,n:0,cr:0;
p:(0.200466,0.41183),h:0,n:0,cr:0;
p:(0.213102,0.422031),h:0,n:0,cr:0;
p:(0.188298,0.399513),h:0,n:0,cr:0;
p:(0.23128,0.389038),h:0,n:0,cr:0;
p:(0.232438,0.391996),h:0,n:0,cr:0;
p:(0.239264,0.400239),h:0,n:0,cr:0;
p:(0.236305,0.414784),h:0,n:0,cr:0;
p:(0.235346,0.416143),h:0,n:0,cr:0;
p:(0.233885,0.422363),h:0,n:0,cr:0;
p:(0.232026,0.424376),h:0,n:0,cr:0;
p:(0.233565,0.433907),h:0,n:0,cr:0;
p:(0.24649,0.354659),h:0,n:0,cr:0;
p:(0.244243,0.355713),h:0,n:0,cr:0;
p:(0.239489,0.354961),h:0,n:0,cr:0;
p:(0.237383,0.359399),h:0,n:0,cr:0;
p:(0.239009,0.346823),h:0,n:0,cr:0;
p:(0.232098,0.364111),h:0,n:0,cr:0;
p:(0.251995,0.347576),h:0,n:0,cr:0;
p:(0.247483,0.368888),h:0,n:0,cr:0;
p:(0.25259,0.371714),h:0,n:0,cr:0;
p:(0.219708,0.3568),h:0,n:0,cr:0;
p:(0.217581,0.333371),h:0,n:0,cr:0;
p:(0.217865,0.334256),h:0,n:0,cr:0;
p:(0.212324,0.325882),h:0,n:0,cr:0;
p:(0.20719,0.339612),h:0,n:0,cr:0;
p:(0.202008,0.3262),h:0,n:0,cr:0;
p:(0.140732,0.340434),h:0,n:0,cr:0;
p:(0.143173,0.343093),h:0,n:0,cr:0;
p:(0.146844,0.355627),h:0,n:0,cr:0;
p:(0.15501,0.361613),h:0,n:0,cr:0;
p:(0.163893,0.375608),h:0,n:0,cr:0;
p:(0.159818,0.377906),h:0,n:0,cr:0;
p:(0.161271,0.367653),h:0,n:0,cr:0;
p:(0.186654,0.375913),h:0,n:0,cr:0;
p:(0.181872,0.346107),h:0,n:0,cr:0;
p:(0.174654,0.355598),h:0,n:0,cr:0;
p:(0.194182,0.347133),h:0,n:0,cr:0;
p:(0.816419,0.57962),h:0,n:0,cr:0;
p:(0.818291,0.58343),h:0,n:0,cr:0;
p:(0.809772,0.579559),h:0,n:0,cr:0;
p:(0.804315,0.583412),h:0,n:0,cr:0;
p:(0.821341,0.597031),h:0,n:0,cr:0;
p:(0.836151,0.601234),h:0,n:0,cr:0;
p:(0.829498,0.581459),h:0,n:0,cr:0;
p:(0.840678,0.616835),h:0,n:0,cr:0;
p:(0.804717,0.625725),h:0,n:0,cr:0;
p:(0.809053,0.627019),h:0,n:0,cr:0;
p:(0.803842,0.630729),h:0,n:0,cr:0;
p:(0.797515,0.62481),h:0,n:0,cr:0;
p:(0.821338,0.618773),h:0,n:0,cr:0;
p:(0.817045,0.620424),h:0,n:0,cr:0;
p:(0.814081,0.610789),h:0,n:0,cr:0;
p:(0.781643,0.590759),h:0,n:0,cr:0;
p:(0.783715,0.593338),h:0,n:0,cr:0;
p:(0.77838,0.587903),h:0,n:0,cr:0;
p:(0.787798,0.593054),h:0,n:0,cr:0;
p:(0.790231,0.575522),h:0,n:0,cr:0;
p:(0.78705,0.578978),h:0,n:0,cr:0;
p:(0.782328,0.609388),h:0,n:0,cr:0;
p:(0.789809,0.609574),h:0,n:0,cr:0;
p:(0.768024,0.608974),h:0,n:0,cr:0;
p:(0.787877,0.623571),h:0,n:0,cr:0;
p:(0.79783,0.605808),h:0,n:0,cr:0;
p:(0.734154,0.643965),h:0,n:0,cr:0;
p:(0.738631,0.644556),h:0,n:0,cr:0;
p:(0.729241,0.639592),h:0,n:0,cr:0;
p:(0.741214,0.640506),h:0,n:0,cr:0;
p:(0.71552,0.636087),h:0,n:0,cr:0;
p:(0.735563,0.621784),h:0,n:0,cr:0;
p:(0.740372,0.624115),h:0,n:0,cr:0;
p:(0.734172,0.612053),h:0,n:0,cr:0;
p:(0.729952,0.631395),h:0,n:0,cr:0;
p:(0.76366,0.635507),h:0,n:0,cr:0;
p:(0.761427,0.643879),h:0,n:0,cr:0;
p:(0.768171,0.628036),h:0,n:0,cr:0;
p:(0.749778,0.638009),h:0,n:0,cr:0;
p:(0.753922,0.560157),h:0,n:0,cr:0;
p:(0.756643,0.56677),h:0,n:0,cr:0;
p:(0.754863,0.575675),h:0,n:0,cr:0;
p:(0.743091,0.579471),h:0,n:0,cr:0;
p:(0.770134,0.565622),h:0,n:0,cr:0;
p:(0.777853,0.570781),h:0,n:0,cr:0;
p:(0.765182,0.589727),h:0,n:0,cr:0;
p:(0.768098,0.590608),h:0,n:0,cr:0;
p:(0.753892,0.595823),h:0,n:0,cr:0;
p:(0.747255,0.597137),h:0,n:0,cr:0;
p:(0.736706,0.591799),h:0,n:0,cr:0;
p:(0.73626,0.544453),h:0,n:0,cr:0;
p:(0.736973,0.546533),h:0,n:0,cr:0;
p:(0.732357,0.549277),h:0,n:0,cr:0;
p:(0.744147,0.542799),h:0,n:0,cr:0;
p:(0.750585,0.532165),h:0,n:0,cr:0;
p:(0.724832,0.528365),h:0,n:0,cr:0;
p:(0.775021,0.526668),h:0,n:0,cr:0;
p:(0.781746,0.526886),h:0,n:0,cr:0;
p:(0.774659,0.537844),h:0,n:0,cr:0;
p:(0.784224,0.540616),h:0,n:0,cr:0;
p:(0.771272,0.548887),h:0,n:0,cr:0;
p:(0.777053,0.55651),h:0,n:0,cr:0;
p:(0.793084,0.535435),h:0,n:0,cr:0;
p:(0.798424,0.536923),h:0,n:0,cr:0;
p:(0.790403,0.52766),h:0,n:0,cr:0;
p:(0.827619,0.534991),h:0,n:0,cr:0;
p:(0.815598,0.543293),h:0,n:0,cr:0;
p:(0.829242,0.551613),h:0,n:0,cr:0;
p:(0.509277,0.917512),h:0,n:0,cr:0;
p:(0.5107,0.920382),h:0,n:0,cr:0;
p:(0.514041,0.918135),h:0,n:0,cr:0;
p:(0.516054,0.922493),h:0,n:0,cr:0;
p:(0.509707,0.931232),h:0,n:0,cr:0;
p:(0.525055,0.928529),h:0,n:0,cr:0;
p:(0.527961,0.942993),h:0,n:0,cr:0;
p:(0.517567,0.943477),h:0,n:0,cr:0;
p:(0.538913,0.93322),h:0,n:0,cr:0;
p:(0.492882,0.922515),h:0,n:0,cr:0;
p:(0.490429,0.931599),h:0,n:0,cr:0;
p:(0.500061,0.912538),h:0,n:0,cr:0;
p:(0.473201,0.923296),h:0,n:0,cr:0;
p:(0.470198,0.927163),h:0,n:0,cr:0;
p:(0.481751,0.925054),h:0,n:0,cr:0;
p:(0.487501,0.946095),h:0,n:0,cr:0;
p:(0.483886,0.953772),h:0,n:0,cr:0;
p:(0.505503,0.879149),h:0,n:0,cr:0;
p:(0.508011,0.880361),h:0,n:0,cr:0;
p:(0.512381,0.878039),h:0,n:0,cr:0;
p:(0.495221,0.883064),h:0,n:0,cr:0;
p:(0.498644,0.883893),h:0,n:0,cr:0;
p:(0.492925,0.900886),h:0,n:0,cr:0;
p:(0.4903,0.903593),h:0,n:0,cr:0;
p:(0.50086,0.894707),h:0,n:0,cr:0;
p:(0.48235,0.887973),h:0,n:0,cr:0;
p:(0.482848,0.858567),h:0,n:0,cr:0;
p:(0.485594,0.861831),h:0,n:0,cr:0;
p:(0.483565,0.867801),h:0,n:0,cr:0;
p:(0.481316,0.869291),h:0,n:0,cr:0;
p:(0.499855,0.854518),h:0,n:0,cr:0;
p:(0.577954,0.956623),h:0,n:0,cr:0;
p:(0.581337,0.959433),h:0,n:0,cr:0;
p:(0.577028,0.951112),h:0,n:0,cr:0;
p:(0.567059,0.95265),h:0,n:0,cr:0;
p:(0.561976,0.95798),h:0,n:0,cr:0;
p:(0.546835,0.953853),h:0,n:0,cr:0;
p:(0.561564,0.969408),h:0,n:0,cr:0;
p:(0.559584,0.97187),h:0,n:0,cr:0;
p:(0.554042,0.976421),h:0,n:0,cr:0;
p:(0.561935,0.986673),h:0,n:0,cr:0;
p:(0.52163,0.980861),h:0,n:0,cr:0;
p:(0.52604,0.9858),h:0,n:0,cr:0;
p:(0.527964,0.978711),h:0,n:0,cr:0;
p:(0.527784,0.971245),h:0,n:0,cr:0;
p:(0.470284,0.967215),h:0,n:0,cr:0;
p:(0.469712,0.970774),h:0,n:0,cr:0;
p:(0.463666,0.966792),h:0,n:0,cr:0;
p:(0.467459,0.979588),h:0,n:0,cr:0;
p:(0.48575,0.975798),h:0,n:0,cr:0;
p:(0.488751,0.977392),h:0,n:0,cr:0;
p:(0.492208,0.985999),h:0,n:0,cr:0;
p:(0.474352,0.992343),h:0,n:0,cr:0;
p:(0.505521,0.995567),h:0,n:0,cr:0;
p:(0.50382,0.999637),h:0,n:0,cr:0;
p:(0.502945,0.990251),h:0,n:0,cr:0;
p:(0.515361,0.996506),h:0,n:0,cr:0;
p:(0.262,0.181874),h:0,n:0,cr:0;
p:(0.262255,0.18536),h:0,n:0,cr:0;
p:(0.268703,0.184034),h:0,n:0,cr:0;
p:(0.252185,0.192729),h:0,n:0,cr:0;
p:(0.255918,0.198799),h:0,n:0,cr:0;
p:(0.264378,0.172937),h:0,n:0,cr:0;
p:(0.248834,0.179507),h:0,n:0,cr:0;
p:(0.25327,0.179801),h:0,n:0,cr:0;
p:(0.244343,0.186145),h:0,n:0,cr:0;
p:(0.265376,0.201112),h:0,n:0,cr:0;
p:(0.268756,0.204355),h:0,n:0,cr:0;
p:(0.290036,0.185868),h:0,n:0,cr:0;
p:(0.283416,0.188169),h:0,n:0,cr:0;
p:(0.299345,0.182538),h:0,n:0,cr:0;
p:(0.281653,0.197833),h:0,n:0,cr:0;
p:(0.287085,0.204712),h:0,n:0,cr:0;
p:(0.295798,0.172246),h:0,n:0,cr:0;
p:(0.267908,0.219511),h:0,n:0,cr:0;
p:(0.27048,0.222143),h:0,n:0,cr:0;
p:(0.270548,0.214448),h:0,n:0,cr:0;
p:(0.274997,0.229787),h:0,n:0,cr:0;
p:(0.25484,0.220201),h:0,n:0,cr:0;
p:(0.251503,0.227753),h:0,n:0,cr:0;
p:(0.255095,0.211901),h:0,n:0,cr:0;
p:(0.265993,0.242633),h:0,n:0,cr:0;
p:(0.277142,0.251268),h:0,n:0,cr:0;
p:(0.302816,0.247759),h:0,n:0,cr:0;
p:(0.312393,0.253283),h:0,n:0,cr:0;
p:(0.295451,0.260717),h:0,n:0,cr:0;
p:(0.28837,0.26087),h:0,n:0,cr:0;
p:(0.299532,0.215887),h:0,n:0,cr:0;
p:(0.300177,0.218109),h:0,n:0,cr:0;
p:(0.306571,0.216832),h:0,n:0,cr:0;
p:(0.30738,0.218714),h:0,n:0,cr:0;
p:(0.318507,0.223964),h:0,n:0,cr:0;
p:(0.31424,0.231689),h:0,n:0,cr:0;
p:(0.28963,0.217166),h:0,n:0,cr:0;
p:(0.2931,0.227358),h:0,n:0,cr:0;
p:(0.332066,0.190712),h:0,n:0,cr:0;
p:(0.333207,0.194928),h:0,n:0,cr:0;
p:(0.338182,0.185303),h:0,n:0,cr:0;
p:(0.318973,0.194118),h:0,n:0,cr:0;
p:(0.315722,0.196322),h:0,n:0,cr:0;
p:(0.314174,0.204195),h:0,n:0,cr:0;
p:(0.329913,0.214874),h:0,n:0,cr:0;
p:(0.337858,0.215979),h:0,n:0,cr:0;
p:(0.344426,0.202814),h:0,n:0,cr:0;
p:(0.347391,0.225646),h:0,n:0,cr:0;
p:(0.273641,0.267699),h:0,n:0,cr:0;
p:(0.280632,0.272125),h:0,n:0,cr:0;
p:(0.26393,0.265763),h:0,n:0,cr:0;
p:(0.267695,0.27767),h:0,n:0,cr:0;
p:(0.262944,0.282308),h:0,n:0,cr:0;
p:(0.253537,0.275586),h:0,n:0,cr:0;
p:(0.232655,0.27283),h:0,n:0,cr:0;
p:(0.238499,0.277778),h:0,n:0,cr:0;
p:(0.231611,0.281839),h:0,n:0,cr:0;
p:(0.239279,0.246922),h:0,n:0,cr:0;
p:(0.241884,0.253417),h:0,n:0,cr:0;
p:(0.248916,0.243892),h:0,n:0,cr:0;
p:(0.265227,0.31504),h:0,n:0,cr:0;
p:(0.263512,0.31902),h:0,n:0,cr:0;
p:(0.257341,0.317332),h:0,n:0,cr:0;
p:(0.272865,0.328879),h:0,n:0,cr:0;
p:(0.269104,0.33163),h:0,n:0,cr:0;
p:(0.275447,0.310828),h:0,n:0,cr:0;
p:(0.238376,0.308023),h:0,n:0,cr:0;
p:(0.234534,0.316111),h:0,n:0,cr:0;
p:(0.22945,0.303415),h:0,n:0,cr:0;
p:(0.248108,0.294636),h:0,n:0,cr:0;
p:(0.221097,0.311367),h:0,n:0,cr:0;
p:(0.187831,0.298737),h:0,n:0,cr:0;
p:(0.189263,0.299459),h:0,n:0,cr:0;
p:(0.183245,0.285431),h:0,n:0,cr:0;
p:(0.209248,0.275231),h:0,n:0,cr:0;
p:(0.208121,0.284206),h:0,n:0,cr:0;
p:(0.234939,0.745602),h:0,n:0,cr:0;
p:(0.234552,0.747521),h:0,n:0,cr:0;
p:(0.240837,0.740385),h:0,n:0,cr:0;
p:(0.230106,0.753437),h:0,n:0,cr:0;
p:(0.236978,0.72205),h:0,n:0,cr:0;
p:(0.235142,0.726327),h:0,n:0,cr:0;
p:(0.22948,0.717667),h:0,n:0,cr:0;
p:(0.26202,0.745259),h:0,n:0,cr:0;
p:(0.271023,0.747201),h:0,n:0,cr:0;
p:(0.253556,0.751127),h:0,n:0,cr:0;
p:(0.26231,0.76344),h:0,n:0,cr:0;
p:(0.2654,0.770598),h:0,n:0,cr:0;
p:(0.247931,0.760702),h:0,n:0,cr:0;
p:(0.27713,0.757791),h:0,n:0,cr:0;
p:(0.285857,0.765065),h:0,n:0,cr:0;
p:(0.239503,0.776288),h:0,n:0,cr:0;
p:(0.234252,0.778716),h:0,n:0,cr:0;
p:(0.235207,0.770173),h:0,n:0,cr:0;
p:(0.313233,0.700843),h:0,n:0,cr:0;
p:(0.325426,0.705597),h:0,n:0,cr:0;
p:(0.314538,0.687622),h:0,n:0,cr:0;
p:(0.308486,0.687651),h:0,n:0,cr:0;
p:(0.286183,0.7066),h:0,n:0,cr:0;
p:(0.284533,0.706676),h:0,n:0,cr:0;
p:(0.292746,0.714964),h:0,n:0,cr:0;
p:(0.277676,0.727532),h:0,n:0,cr:0;
p:(0.262456,0.696174),h:0,n:0,cr:0;
p:(0.259526,0.701216),h:0,n:0,cr:0;
p:(0.271946,0.700331),h:0,n:0,cr:0;
p:(0.255829,0.706229),h:0,n:0,cr:0;
p:(0.253242,0.709172),h:0,n:0,cr:0;
p:(0.324962,0.750853),h:0,n:0,cr:0;
p:(0.334359,0.753794),h:0,n:0,cr:0;
p:(0.321534,0.770355),h:0,n:0,cr:0;
p:(0.334575,0.770627),h:0,n:0,cr:0;
p:(0.348506,0.740848),h:0,n:0,cr:0;
p:(0.327817,0.729295),h:0,n:0,cr:0;
p:(0.32391,0.730916),h:0,n:0,cr:0;
p:(0.341084,0.782755),h:0,n:0,cr:0;
p:(0.344696,0.785307),h:0,n:0,cr:0;
p:(0.355704,0.784709),h:0,n:0,cr:0;
p:(0.322625,0.797821),h:0,n:0,cr:0;
p:(0.322755,0.793421),h:0,n:0,cr:0;
p:(0.327479,0.79398),h:0,n:0,cr:0;
p:(0.31303,0.80882),h:0,n:0,cr:0;
p:(0.317303,0.808978),h:0,n:0,cr:0;
p:(0.318771,0.821237),h:0,n:0,cr:0;
p:(0.335093,0.804439),h:0,n:0,cr:0;
p:(0.28974,0.786479),h:0,n:0,cr:0;
p:(0.301606,0.795831),h:0,n:0,cr:0;
p:(0.186556,0.738298),h:0,n:0,cr:0;
p:(0.191661,0.739664),h:0,n:0,cr:0;
p:(0.187654,0.744848),h:0,n:0,cr:0;
p:(0.210034,0.748792),h:0,n:0,cr:0;
p:(0.201939,0.750401),h:0,n:0,cr:0;
p:(0.204603,0.740701),h:0,n:0,cr:0;
p:(0.200327,0.719191),h:0,n:0,cr:0;
p:(0.199174,0.719855),h:0,n:0,cr:0;
p:(0.206458,0.722249),h:0,n:0,cr:0;
p:(0.202773,0.766147),h:0,n:0,cr:0;
p:(0.204153,0.770366),h:0,n:0,cr:0;
p:(0.20997,0.78164),h:0,n:0,cr:0;
p:(0.172383,0.741874),h:0,n:0,cr:0;
p:(0.177351,0.743473),h:0,n:0,cr:0;
p:(0.170112,0.734334),h:0,n:0,cr:0;
p:(0.15961,0.73557),h:0,n:0,cr:0;
p:(0.172195,0.717472),h:0,n:0,cr:0;
p:(0.154974,0.720661),h:0,n:0,cr:0;
p:(0.18242,0.764259),h:0,n:0,cr:0;
p:(0.189094,0.766787),h:0,n:0,cr:0;
p:(0.182404,0.772959),h:0,n:0,cr:0;
p:(0.177825,0.754458),h:0,n:0,cr:0;
p:(0.169612,0.777228),h:0,n:0,cr:0;
p:(0.159722,0.783365),h:0,n:0,cr:0;
p:(0.174929,0.790038),h:0,n:0,cr:0;
p:(0.172742,0.796588),h:0,n:0,cr:0;
p:(0.183146,0.799177),h:0,n:0,cr:0;
p:(0.181964,0.805458),h:0,n:0,cr:0;
p:(0.163874,0.810341),h:0,n:0,cr:0;
p:(0.164664,0.81166),h:0,n:0,cr:0;
p:(0.149204,0.79122),h:0,n:0,cr:0;
p:(0.159076,0.796777),h:0,n:0,cr:0;
p:(0.140721,0.783532),h:0,n:0,cr:0;
p:(0.0494415,0.116847),h:0,n:0,cr:0;
p:(0.0520622,0.123231),h:0,n:0,cr:0;
p:(0.0437005,0.108782),h:0,n:0,cr:0;
p:(0.0591277,0.11264),h:0,n:0,cr:0;
p:(0.0446561,0.131141),h:0,n:0,cr:0;
p:(0.0421042,0.133696),h:0,n:0,cr:0;
p:(0.0413225,0.124653),h:0,n:0,cr:0;
p:(0.0523046,0.132301),h:0,n:0,cr:0;
p:(0.0586925,0.181812),h:0,n:0,cr:0;
p:(0.0505571,0.189766),h:0,n:0,cr:0;
p:(0.0776835,0.178512),h:0,n:0,cr:0;
p:(0.0586058,0.161929),h:0,n:0,cr:0;
p:(0.0854474,0.158675),h:0,n:0,cr:0;
p:(0.0859677,0.161065),h:0,n:0,cr:0;
p:(0.0668945,0.100776),h:0,n:0,cr:0;
p:(0.0685678,0.103458),h:0,n:0,cr:0;
p:(0.0782112,0.11059),h:0,n:0,cr:0;
p:(0.0856393,0.118666),h:0,n:0,cr:0;
p:(0.0762707,0.0872594),h:0,n:0,cr:0;
p:(0.0844761,0.0978671),h:0,n:0,cr:0;
p:(0.0714584,0.0720316),h:0,n:0,cr:0;
p:(0.109576,0.121828),h:0,n:0,cr:0;
p:(0.105083,0.128347),h:0,n:0,cr:0;
p:(0.117051,0.129523),h:0,n:0,cr:0;
p:(0.12871,0.115837),h:0,n:0,cr:0;
p:(0.110039,0.143537),h:0,n:0,cr:0;
p:(0.119437,0.156688),h:0,n:0,cr:0;
p:(0.018116,0.0804021),h:0,n:0,cr:0;
p:(0.0183967,0.0800436),h:0,n:0,cr:0;
p:(0.0194513,0.0717283),h:0,n:0,cr:0;
p:(0.0176957,0.0922126),h:0,n:0,cr:0;
p:(0.0229964,0.0941607),h:0,n:0,cr:0;
p:(0.0154773,0.0614675),h:0,n:0,cr:0;
p:(0.00563248,0.0633362),h:0,n:0,cr:0;
p:(0.0374563,0.0836941),h:0,n:0,cr:0;
p:(0.0341833,0.0856313),h:0,n:0,cr:0;
p:(0.050609,0.0874243),h:0,n:0,cr:0;
p:(0.00807483,0.112233),h:0,n:0,cr:0;
p:(0.0188948,0.212677),h:0,n:0,cr:0;
p:(0.0205529,0.214372),h:0,n:0,cr:0;
p:(0.0268826,0.209485),h:0,n:0,cr:0;
p:(0.0103737,0.221705),h:0,n:0,cr:0;
p:(0.0180572,0.200571),h:0,n:0,cr:0;
p:(0.032229,0.198616),h:0,n:0,cr:0;
p:(0.0337298,0.199834),h:0,n:0,cr:0;
p:(0.0303954,0.20445),h:0,n:0,cr:0;
p:(0.00129459,0.200075),h:0,n:0,cr:0;
p:(0.00531965,0.238792),h:0,n:0,cr:0;
p:(0.0166541,0.135836),h:0,n:0,cr:0;
p:(0.0239659,0.136817),h:0,n:0,cr:0;
p:(0.00887254,0.151805),h:0,n:0,cr:0;
p:(0.00487987,0.162508),h:0,n:0,cr:0;
p:(0.0235156,0.180004),h:0,n:0,cr:0;
p:(0.02886,0.18351),h:0,n:0,cr:0;
p:(0.00541314,0.181599),h:0,n:0,cr:0;
p:(0.0954388,0.233204),h:0,n:0,cr:0;
p:(0.0908973,0.234913),h:0,n:0,cr:0;
p:(0.107959,0.239727),h:0,n:0,cr:0;
p:(0.103693,0.250905),h:0,n:0,cr:0;
p:(0.126149,0.24249),h:0,n:0,cr:0;
p:(0.12747,0.246617),h:0,n:0,cr:0;
p:(0.117235,0.240151),h:0,n:0,cr:0;
p:(0.113085,0.220094),h:0,n:0,cr:0;
p:(0.113583,0.220111),h:0,n:0,cr:0;
